Family;Species;Realm affinity;CTmax;SD CTmax
Cyprinidae;Mystacoleucus chilopterus;Freshwater;40,65;2,73
Cyprinidae;Mystacoleucus lepturus;Freshwater;38,93;2,60
Cyprinidae;Mystacoleucus marginatus;Freshwater;40,09;2,73
Cyprinidae;Neobola bottegoi;Freshwater;37,56;1,93
Cyprinidae;Neolissochilus hexagonolepis;Freshwater;33,75;0,19
Cyprinidae;Neolissochilus soroides;Freshwater;37,16;0,60
Cyprinidae;Neolissochilus stracheyi;Freshwater;37,89;1,16
Cyprinidae;Nocomis asper;Freshwater;36,43;0,65
Cyprinidae;Nocomis biguttatus;Freshwater;33,99;0,15
Cyprinidae;Nocomis leptocephalus;Freshwater;35,84;1,22
Cyprinidae;Nocomis micropogon;Freshwater;34,02;0,15
Cyprinidae;Nocomis raneyi;Freshwater;35,47;1,22
Cyprinidae;Notemigonus crysoleucas;Freshwater;35,60;0,15
Cyprinidae;Notropis amabilis;Freshwater;37,26;1,28
Cyprinidae;Notropis ammophilus;Freshwater;38,41;1,47
Cyprinidae;Notropis amoenus;Freshwater;35,79;1,27
Cyprinidae;Notropis anogenus;Freshwater;36,50;1,23
Cyprinidae;Notropis ariommus;Freshwater;35,84;1,06
Cyprinidae;Notropis asperifrons;Freshwater;35,01;0,97
Cyprinidae;Notropis atherinoides;Freshwater;33,55;0,16
Cyprinidae;Notropis baileyi;Freshwater;37,83;1,29
Cyprinidae;Notropis blennius;Freshwater;34,17;1,62
Cyprinidae;Notropis boops;Freshwater;39,18;1,38
Cyprinidae;Notropis buchanani;Freshwater;38,11;0,68
Cyprinidae;Notropis candidus;Freshwater;36,14;1,58
Cyprinidae;Notropis chrosomus;Freshwater;36,86;1,31
Cyprinidae;Notropis dorsalis;Freshwater;34,80;0,16
Cyprinidae;Notropis edwardraneyi;Freshwater;37,87;1,53
Cyprinidae;Notropis girardi;Freshwater;37,91;0,15
Cyprinidae;Notropis harperi;Freshwater;37,47;1,43
Cyprinidae;Notropis heterodon;Freshwater;37,78;0,16
Cyprinidae;Notropis heterolepis;Freshwater;33,46;1,28
Cyprinidae;Notropis hudsonius;Freshwater;31,21;0,16
Cyprinidae;Notropis jemezanus;Freshwater;35,80;1,28
Cyprinidae;Notropis leuciodus;Freshwater;36,81;1,38
Cyprinidae;Notropis longirostris;Freshwater;38,49;1,43
Cyprinidae;Notropis lutipinnis;Freshwater;34,88;0,15
Cyprinidae;Notropis maculatus;Freshwater;38,86;1,33
Cyprinidae;Notropis micropteryx;Freshwater;35,94;1,27
Cyprinidae;Notropis nubilus;Freshwater;35,37;0,16
Cyprinidae;Notropis ortenburgeri;Freshwater;37,28;0,90
Cyprinidae;Notropis oxyrhynchus;Freshwater;37,96;0,17
Cyprinidae;Notropis percobromus;Freshwater;34,97;0,68
Cyprinidae;Notropis perpallidus;Freshwater;38,46;1,38
Cyprinidae;Notropis photogenis;Freshwater;35,64;1,08
Cyprinidae;Notropis potteri;Freshwater;37,30;1,62
Cyprinidae;Notropis rafinesquei;Freshwater;38,18;1,47
Cyprinidae;Notropis rubellus;Freshwater;33,81;0,15
Cyprinidae;Notropis sabinae;Freshwater;38,61;1,29
Cyprinidae;Notropis scepticus;Freshwater;35,88;1,11
Cyprinidae;Notropis shumardi;Freshwater;35,57;1,56
Cyprinidae;Notropis simus;Freshwater;33,42;1,58
Cyprinidae;Notropis stilbius;Freshwater;37,20;1,27
Cyprinidae;Notropis suttkusi;Freshwater;37,27;1,27
Cyprinidae;Notropis telescopus;Freshwater;33,84;0,17
Cyprinidae;Notropis texanus;Freshwater;36,19;1,47
Cyprinidae;Notropis volucellus;Freshwater;37,00;1,38
Cyprinidae;Notropis xaenocephalus;Freshwater;37,79;1,47
Cyprinidae;Ochetobius elongatus;Freshwater;36,93;1,44
Cyprinidae;Onychostoma barbatulum;Freshwater;38,29;1,69
Cyprinidae;Onychostoma gerlachi;Freshwater;39,35;2,49
Cyprinidae;Onychostoma lepturum;Freshwater;39,26;1,73
Cyprinidae;Onychostoma ovale;Freshwater;38,83;1,73
Cyprinidae;Onychostoma simum;Freshwater;37,88;1,69
Cyprinidae;Opsaridium peringueyi;Freshwater;36,82;2,44
Cyprinidae;Opsaridium ubangiense;Freshwater;38,10;2,44
Cyprinidae;Opsariichthys bidens;Freshwater;34,29;1,81
Cyprinidae;Opsarius koratensis;Freshwater;38,21;2,16
Cyprinidae;Opsarius pulchellus;Freshwater;37,55;1,85
Cyprinidae;Opsopoeodus emiliae emiliae;Freshwater;36,92;1,08
Cyprinidae;Oregonichthys crameri;Freshwater;32,66;1,36
Cyprinidae;Oregonichthys kalawatseti;Freshwater;33,03;1,36
Cyprinidae;Orthodon microlepidotus;Freshwater;32,01;0,16
Cyprinidae;Osteochilus lini;Freshwater;40,92;2,71
Cyprinidae;Osteochilus melanopleurus;Freshwater;40,38;2,33
Cyprinidae;Osteochilus microcephalus;Freshwater;40,35;2,71
Cyprinidae;Osteochilus salsburyi;Freshwater;39,59;2,71
Cyprinidae;Osteochilus spilurus;Freshwater;40,03;2,61
Cyprinidae;Osteochilus vittatus;Freshwater;40,44;2,39
Cyprinidae;Osteochilus waandersii;Freshwater;40,72;2,71
Cyprinidae;Oxygymnocypris stewartii;Freshwater;28,32;1,64
Cyprinidae;Pachychilon macedonicum;Freshwater;35,51;1,61
Cyprinidae;Pachychilon pictum;Freshwater;34,87;1,61
Cyprinidae;Parabramis pekinensis;Freshwater;36,63;0,17
Cyprinidae;Parachela maculicauda;Freshwater;39,14;1,91
Cyprinidae;Parachela oxygastroides;Freshwater;38,89;1,91
Cyprinidae;Parachela siamensis;Freshwater;39,47;1,91
Cyprinidae;Parachela williaminae;Freshwater;39,20;1,91
Cyprinidae;Parachondrostoma arrigonis;Freshwater;35,26;2,29
Cyprinidae;Parachondrostoma miegii;Freshwater;35,53;2,23
Cyprinidae;Parachondrostoma toxostoma;Freshwater;34,17;2,12
Cyprinidae;Parachondrostoma turiensis;Freshwater;35,45;2,29
Cyprinidae;Paralaubuca typus;Freshwater;39,51;1,55
Cyprinidae;Parazacco spilurus;Freshwater;37,99;1,81
Cyprinidae;Pelasgus laconicus;Freshwater;35,73;1,95
Cyprinidae;Pelasgus marathonicus;Freshwater;36,79;2,35
Cyprinidae;Pelasgus minutus;Freshwater;34,40;1,57
Cyprinidae;Pelasgus prespensis;Freshwater;34,35;2,05
Cyprinidae;Pelasgus stymphalicus;Freshwater;35,98;2,35
Cyprinidae;Pelecus cultratus;Freshwater;34,54;1,44
Cyprinidae;Percocypris tchangi;Freshwater;32,41;1,38
Cyprinidae;Pethia conchonius;Freshwater;39,22;2,60
Cyprinidae;Pethia gelius;Freshwater;38,64;2,48
Cyprinidae;Pethia phutunio;Freshwater;38,97;2,48
Cyprinidae;Pethia ticto;Freshwater;40,22;2,60
Cyprinidae;Petroleuciscus borysthenicus;Freshwater;35,95;1,42
Cyprinidae;Phenacobius catostomus;Freshwater;36,93;1,41
Cyprinidae;Phenacobius crassilabrum;Freshwater;35,16;1,43
Cyprinidae;Phenacobius mirabilis;Freshwater;37,97;0,15
Cyprinidae;Phenacobius teretulus;Freshwater;34,91;1,45
Cyprinidae;Phenacobius uranops;Freshwater;36,26;1,45
Cyprinidae;Phoxinellus alepidotus;Freshwater;35,40;1,52
Cyprinidae;Phoxinellus dalmaticus;Freshwater;35,37;1,55
Cyprinidae;Phoxinellus pseudalepidotus;Freshwater;33,79;1,52
Cyprinidae;Phoxinus bigerri;Freshwater;33,10;0,85
Cyprinidae;Phoxinus phoxinus;Freshwater;29,52;0,16
Cyprinidae;Pimephales notatus;Freshwater;34,76;0,16
Cyprinidae;Pimephales promelas;Freshwater;34,49;0,17
Cyprinidae;Pimephales tenellus;Freshwater;37,98;0,97
Cyprinidae;Pimephales vigilax;Freshwater;37,46;0,15
Cyprinidae;Placocheilus cryptonemus;Freshwater;33,78;2,39
Cyprinidae;Plagiognathops microlepis;Freshwater;35,22;1,44
Cyprinidae;Plagopterus argentissimus;Freshwater;38,98;0,15
Cyprinidae;Platygobio gracilis;Freshwater;31,46;1,35
Cyprinidae;Pogonichthys macrolepidotus;Freshwater;30,49;0,16
Cyprinidae;Probarbus jullieni;Freshwater;40,28;1,93
Cyprinidae;Protochondrostoma genei;Freshwater;33,44;1,93
Cyprinidae;Pseudobarbus asper;Freshwater;36,64;1,85
Cyprinidae;Pseudobarbus burchelli;Freshwater;36,52;1,96
Cyprinidae;Pseudobarbus burgi;Freshwater;36,79;1,87
Cyprinidae;Pseudobarbus quathlambae;Freshwater;35,46;1,96
Cyprinidae;Pseudobarbus tenuis;Freshwater;36,51;1,85
Cyprinidae;Pseudochondrostoma duriense;Freshwater;34,78;2,12
Cyprinidae;Pseudochondrostoma polylepis;Freshwater;36,26;2,23
Cyprinidae;Pseudochondrostoma willkommii;Freshwater;37,25;2,23
Cyprinidae;Pseudogobio guilinensis;Freshwater;35,95;1,86
Cyprinidae;Pseudogobio vaillanti;Freshwater;35,98;1,86
Cyprinidae;Pseudogyrinocheilus prochilus;Freshwater;38,23;2,39
Cyprinidae;Pseudolaubuca sinensis;Freshwater;36,86;0,91
Cyprinidae;Pseudophoxinus alii;Freshwater;36,46;2,29
Cyprinidae;Pseudophoxinus anatolicus;Freshwater;35,53;1,93
Cyprinidae;Pseudophoxinus antalyae;Freshwater;36,63;2,29
Cyprinidae;Pseudophoxinus battalgilae;Freshwater;35,33;2,29
Cyprinidae;Pseudophoxinus callensis;Freshwater;38,69;1,46
Cyprinidae;Pseudophoxinus crassus;Freshwater;35,41;2,23
Cyprinidae;Pseudophoxinus egridiri;Freshwater;35,34;1,61
Cyprinidae;Pseudophoxinus handlirschi;Freshwater;35,93;2,29
Cyprinidae;Pseudophoxinus maeandri;Freshwater;36,64;2,46
Cyprinidae;Pseudophoxinus ninae;Freshwater;36,79;2,45
Cyprinidae;Pseudophoxinus punicus;Freshwater;39,09;1,47
Cyprinidae;Pseudophoxinus zekayi;Freshwater;37,49;1,93
Cyprinidae;Pseudophoxinus zeregi;Freshwater;38,35;1,93
Cyprinidae;Pseudorasbora elongata;Freshwater;36,42;1,85
Cyprinidae;Pseudorasbora parva;Freshwater;33,50;1,84
Cyprinidae;Pteronotropis euryzonus;Freshwater;37,34;1,49
Cyprinidae;Pteronotropis hubbsi;Freshwater;37,15;1,43
Cyprinidae;Pteronotropis hypselopterus;Freshwater;37,70;1,50
Cyprinidae;Ptychidio jordani;Freshwater;39,49;2,61
Cyprinidae;Ptychobarbus dipogon;Freshwater;28,62;1,62
Cyprinidae;Ptychocheilus grandis;Freshwater;34,37;0,16
Cyprinidae;Ptychocheilus lucius;Freshwater;34,55;0,73
Cyprinidae;Ptychocheilus oregonensis;Freshwater;30,36;1,26
Cyprinidae;Ptychocheilus umpquae;Freshwater;32,75;1,26
Cyprinidae;Puntioplites bulu;Freshwater;39,27;2,48
Cyprinidae;Puntioplites falcifer;Freshwater;40,13;2,48
Cyprinidae;Puntioplites proctozystron;Freshwater;40,12;2,48
Cyprinidae;Puntioplites waandersi;Freshwater;38,77;2,48
Cyprinidae;Puntius bimaculatus;Freshwater;40,59;2,48
Cyprinidae;Puntius brevis;Freshwater;40,22;2,48
Cyprinidae;Puntius chola;Freshwater;39,33;2,73
Cyprinidae;Puntius dorsalis;Freshwater;40,88;2,83
Cyprinidae;Puntius mahecola;Freshwater;40,42;2,83
Cyprinidae;Puntius semifasciolatus;Freshwater;39,17;1,85
Cyprinidae;Puntius sophore;Freshwater;37,68;2,60
Cyprinidae;Puntius vittatus;Freshwater;40,29;2,48
Cyprinidae;Raiamas bola;Freshwater;36,81;1,99
Cyprinidae;Raiamas buchholzi;Freshwater;38,52;2,44
Cyprinidae;Raiamas guttatus;Freshwater;37,79;1,99
Cyprinidae;Raiamas senegalensis;Freshwater;39,22;1,92
Cyprinidae;Rasbora aurotaenia;Freshwater;40,05;2,87
Cyprinidae;Rasbora borapetensis;Freshwater;39,63;2,87
Cyprinidae;Rasbora caudimaculata;Freshwater;39,32;2,58
Cyprinidae;Rasbora daniconius;Freshwater;37,47;2,39
Cyprinidae;Rasbora paviana;Freshwater;39,91;2,87
Cyprinidae;Rasbora rasbora;Freshwater;38,26;2,84
Cyprinidae;Rasbora rubrodorsalis;Freshwater;40,01;2,73
Cyprinidae;Rasbora steineri;Freshwater;38,51;2,58
Cyprinidae;Rasbora trilineata;Freshwater;39,44;2,84
Cyprinidae;Rasbora vulgaris;Freshwater;39,03;2,87
Cyprinidae;Rasbosoma spilocerca;Freshwater;39,47;2,84
Cyprinidae;Relictus solitarius;Freshwater;32,39;0,63
Cyprinidae;Rhinichthys atratulus;Freshwater;33,68;0,15
Cyprinidae;Rhinichthys cataractae;Freshwater;31,85;0,15
Cyprinidae;Rhinichthys cobitis;Freshwater;35,14;0,17
Cyprinidae;Rhinichthys evermanni;Freshwater;33,35;0,63
Cyprinidae;Rhinichthys falcatus;Freshwater;31,60;0,78
Cyprinidae;Rhinichthys obtusus;Freshwater;33,94;0,20
Cyprinidae;Rhinichthys osculus;Freshwater;33,49;0,15
Cyprinidae;Rhodeus amarus;Freshwater;34,10;0,15
Cyprinidae;Rhodeus colchicus;Freshwater;33,97;0,38
Cyprinidae;Rhodeus fangi;Freshwater;37,98;1,47
Cyprinidae;Rhodeus lighti;Freshwater;36,75;1,33
Cyprinidae;Rhodeus ocellatus;Freshwater;37,43;1,47
Cyprinidae;Rhodeus sericeus;Freshwater;31,80;0,92
Cyprinidae;Rhynchocypris czekanowskii;Freshwater;28,88;1,57
Cyprinidae;Rhynchocypris percnurus;Freshwater;29,21;1,57
Cyprinidae;Richardsonius balteatus;Freshwater;28,63;1,41
Cyprinidae;Richardsonius egregius;Freshwater;31,54;1,41
Cyprinidae;Romanogobio benacensis;Freshwater;30,28;1,66
Cyprinidae;Romanogobio ciscaucasicus;Freshwater;31,49;1,67
Cyprinidae;Romanogobio elimeius;Freshwater;32,64;1,67
Cyprinidae;Romanogobio kesslerii;Freshwater;31,44;1,66
Cyprinidae;Romanogobio macropterus;Freshwater;32,02;1,67
Cyprinidae;Romanogobio uranoscopus;Freshwater;30,79;1,67
Cyprinidae;Rutilus aula;Freshwater;32,32;1,28
Cyprinidae;Rutilus basak;Freshwater;33,21;1,28
Cyprinidae;Rutilus frisii;Freshwater;32,71;0,27
Cyprinidae;Rutilus panosi;Freshwater;35,83;1,27
Cyprinidae;Rutilus pigus;Freshwater;33,59;1,25
Cyprinidae;Rutilus prespensis;Freshwater;33,47;1,28
Cyprinidae;Rutilus rubilio;Freshwater;35,27;1,23
Cyprinidae;Rutilus rutilus;Freshwater;30,71;0,15
Cyprinidae;Rutilus ylikiensis;Freshwater;35,55;1,28
Cyprinidae;Sahyadria chalakkudiensis;Freshwater;40,33;2,18
Cyprinidae;Sahyadria denisonii;Freshwater;40,02;2,18
Cyprinidae;Salmophasia bacaila;Freshwater;35,03;2,20
Cyprinidae;Salmophasia phulo;Freshwater;37,81;2,20
Cyprinidae;Sarcocheilichthys parvus;Freshwater;36,68;1,84
Cyprinidae;Sarcocheilichthys sinensis;Freshwater;35,20;1,84
Cyprinidae;Sawbwa resplendens;Freshwater;39,06;2,22
Cyprinidae;Scaphognathops bandanensis;Freshwater;40,16;2,22
Cyprinidae;Scaphognathops stejnegeri;Freshwater;40,11;2,22
Cyprinidae;Scardinius acarnanicus;Freshwater;37,35;1,51
Cyprinidae;Scardinius erythrophthalmus;Freshwater;34,94;0,15
Cyprinidae;Scardinius graecus;Freshwater;38,16;1,41
Cyprinidae;Scardinius scardafa;Freshwater;36,67;1,51
Cyprinidae;Schizopygopsis anteroventris;Freshwater;29,56;1,84
Cyprinidae;Schizopygopsis thermalis;Freshwater;27,42;2,06
Cyprinidae;Schizopygopsis younghusbandi;Freshwater;27,64;2,06
Cyprinidae;Schizothorax griseus;Freshwater;32,46;1,48
Cyprinidae;Schizothorax lantsangensis;Freshwater;32,77;1,48
Cyprinidae;Schizothorax lissolabiatus;Freshwater;35,70;1,14
Cyprinidae;Schizothorax macrophthalmus;Freshwater;27,21;1,59
Cyprinidae;Schizothorax macropogon;Freshwater;27,70;1,64
Cyprinidae;Schizothorax malacanthus;Freshwater;36,53;1,49
Cyprinidae;Schizothorax meridionalis;Freshwater;35,35;1,48
Cyprinidae;Schizothorax molesworthi;Freshwater;34,39;1,49
Cyprinidae;Schizothorax nukiangensis;Freshwater;30,68;1,25
Cyprinidae;Schizothorax oconnori;Freshwater;27,73;1,49
Cyprinidae;Schizothorax richardsonii;Freshwater;32,61;1,59
Cyprinidae;Schizothorax waltoni;Freshwater;27,57;1,63
Cyprinidae;Schizothorax wangchiachii;Freshwater;31,14;0,55
Cyprinidae;Schizothorax yunnanensis yunnanensis;Freshwater;32,82;1,48
Cyprinidae;Securicula gora;Freshwater;36,86;2,20
Cyprinidae;Semilabeo notabilis;Freshwater;34,12;2,61
Cyprinidae;Semilabeo obscurus;Freshwater;38,40;2,61
Cyprinidae;Semotilus atromaculatus;Freshwater;34,58;0,15
Cyprinidae;Semotilus thoreauianus;Freshwater;37,25;0,86
Cyprinidae;Sikukia stejnegeri;Freshwater;40,97;2,73
Cyprinidae;Sinocyclocheilus grahami;Freshwater;35,83;1,86
Cyprinidae;Sinocyclocheilus yangzongensis;Freshwater;36,12;1,86
Cyprinidae;Siphateles alvordensis;Freshwater;32,86;1,25
Cyprinidae;Siphateles bicolor;Freshwater;33,23;0,16
Cyprinidae;Siphateles boraxobius;Freshwater;32,86;1,25
Cyprinidae;Spinibarbus denticulatus;Freshwater;38,96;1,07
Cyprinidae;Spinibarbus hollandi;Freshwater;39,81;1,48
Cyprinidae;Spinibarbus sinensis;Freshwater;39,32;0,17
Cyprinidae;Squalidus argentatus;Freshwater;34,48;1,84
Cyprinidae;Squalidus atromaculatus;Freshwater;37,26;1,84
Cyprinidae;Squaliobarbus curriculus;Freshwater;35,36;1,51
Cyprinidae;Squalius aphipsi;Freshwater;36,03;1,42
Cyprinidae;Squalius aradensis;Freshwater;37,65;1,53
Cyprinidae;Squalius carolitertii;Freshwater;35,36;1,58
Cyprinidae;Squalius castellanus;Freshwater;36,09;1,58
Cyprinidae;Squalius cephalus;Freshwater;34,80;0,17
Cyprinidae;Squalius ghigii;Freshwater;38,89;1,39
Cyprinidae;Squalius illyricus;Freshwater;36,47;1,38
Cyprinidae;Squalius keadicus;Freshwater;36,38;1,39
Cyprinidae;Squalius laietanus;Freshwater;35,82;1,26
Cyprinidae;Squalius lepidus;Freshwater;37,90;1,11
Cyprinidae;Squalius lucumonis;Freshwater;36,33;0,61
Cyprinidae;Squalius malacitanus;Freshwater;37,97;1,53
Cyprinidae;Squalius microlepis;Freshwater;34,90;0,97
Cyprinidae;Squalius peloponensis;Freshwater;37,14;1,27
Cyprinidae;Squalius svallize;Freshwater;35,12;1,38
Cyprinidae;Squalius torgalensis;Freshwater;37,41;1,53
Cyprinidae;Squalius valentinus;Freshwater;36,77;1,58
Cyprinidae;Squalius zrmanjae;Freshwater;36,70;1,27
Cyprinidae;Systomus sarana;Freshwater;38,70;1,44
Cyprinidae;Tanichthys albonubes;Freshwater;38,13;0,15
Cyprinidae;Tanichthys micagemmae;Freshwater;37,90;0,93
Cyprinidae;Telestes beoticus;Freshwater;36,88;2,12
Cyprinidae;Telestes croaticus;Freshwater;33,51;1,55
Cyprinidae;Telestes metohiensis;Freshwater;35,10;1,52
Cyprinidae;Telestes montenigrinus;Freshwater;34,28;2,12
Cyprinidae;Telestes muticellus;Freshwater;33,48;2,12
Cyprinidae;Telestes pleurobipunctatus;Freshwater;36,25;2,12
Cyprinidae;Telestes polylepis;Freshwater;33,65;1,53
Cyprinidae;Telestes souffia;Freshwater;33,18;1,93
Cyprinidae;Telestes turskyi;Freshwater;35,46;2,11
Cyprinidae;Telestes ukliva;Freshwater;35,49;2,11
Cyprinidae;Tinca tinca;Freshwater;34,34;0,16
Cyprinidae;Tor khudree;Freshwater;41,48;1,21
Cyprinidae;Tor malabaricus;Freshwater;41,35;1,21
Cyprinidae;Tor putitora;Freshwater;35,75;0,15
Cyprinidae;Tor sinensis;Freshwater;37,69;1,14
Cyprinidae;Tor tambra;Freshwater;40,76;1,11
Cyprinidae;Tor tor;Freshwater;38,87;1,11
Cyprinidae;Toxabramis houdemeri;Freshwater;38,29;1,42
Cyprinidae;Trigonopoma pauciperforatum;Freshwater;39,73;2,58
Cyprinidae;Trigonostigma espei;Freshwater;39,68;2,87
Cyprinidae;Trigonostigma heteromorpha;Freshwater;39,30;2,87
Cyprinidae;Tropidophoxinellus alburnoides;Freshwater;37,38;1,51
Cyprinidae;Tropidophoxinellus spartiaticus;Freshwater;36,91;1,51
Cyprinidae;Varicorhinus beso;Freshwater;37,06;1,55
Cyprinidae;Varicorhinus mariae;Freshwater;38,70;1,55
Cyprinidae;Varicorhinus maroccanus;Freshwater;37,22;1,56
Cyprinidae;Varicorhinus nelspruitensis;Freshwater;36,27;2,27
Cyprinidae;Varicorhinus steindachneri;Freshwater;39,22;1,55
Cyprinidae;Vimba melanops;Freshwater;35,06;1,42
Cyprinidae;Vimba mirabilis;Freshwater;36,94;1,42
Cyprinidae;Vimba vimba;Freshwater;33,43;1,42
Cyprinidae;Yaoshanicus arcus;Freshwater;36,69;1,79
Cyprinodontidae;Aphanius anatoliae;Freshwater;37,58;2,13
Cyprinodontidae;Aphanius asquamatus;Freshwater;39,76;2,38
Cyprinodontidae;Aphanius danfordii;Freshwater;36,65;2,38
Cyprinodontidae;Aphanius fasciatus;Freshwater;37,94;2,10
Cyprinodontidae;Aphanius iberus;Freshwater;37,86;2,10
Cyprinodontidae;Aphanius mento;Freshwater;40,09;2,05
Cyprinodontidae;Crenichthys baileyi baileyi;Freshwater;39,49;1,97
Cyprinodontidae;Cyprinodon artifrons;Freshwater;42,56;0,16
Cyprinodontidae;Cyprinodon dearborni;Marine;41,86;0,14
Cyprinodontidae;Cyprinodon diabolis;Freshwater;41,90;0,68
Cyprinodontidae;Cyprinodon elegans;Freshwater;41,41;0,18
Cyprinodontidae;Cyprinodon eximius;Freshwater;41,18;1,00
Cyprinodontidae;Cyprinodon macularius;Freshwater;41,60;0,15
Cyprinodontidae;Cyprinodon nevadensis;Freshwater;41,55;0,22
Cyprinodontidae;Cyprinodon radiosus;Freshwater;36,68;0,56
Cyprinodontidae;Cyprinodon rubrofluviatilis;Freshwater;38,82;0,17
Cyprinodontidae;Cyprinodon tularosa;Freshwater;40,21;0,51
Cyprinodontidae;Cyprinodon variegatus variegatus;Freshwater;42,09;0,16
Cyprinodontidae;Floridichthys carpio;Marine;41,21;0,17
Datnioididae;Datnioides polota;Freshwater;38,20;2,12
Denticipitidae;Denticeps clupeoides;Freshwater;39,13;2,91
Distichodontidae;Distichodus affinis;Freshwater;37,62;3,06
Distichodontidae;Distichodus decemmaculatus;Freshwater;37,90;3,06
Distichodontidae;Distichodus fasciolatus;Freshwater;37,99;3,02
Distichodontidae;Distichodus hypostomatus;Freshwater;37,98;3,06
Distichodontidae;Distichodus lusosso;Freshwater;37,38;3,06
Distichodontidae;Distichodus notospilus;Freshwater;37,52;3,06
Distichodontidae;Distichodus sexfasciatus;Freshwater;37,52;3,06
Distichodontidae;Hemistichodus vaillanti;Freshwater;38,35;2,56
Distichodontidae;Nannocharax machadoi;Freshwater;36,58;2,92
Distichodontidae;Nannocharax macropterus;Freshwater;37,16;3,02
Distichodontidae;Nannocharax multifasciatus;Freshwater;36,80;3,02
Distichodontidae;Neolebias ansorgii;Freshwater;38,95;2,52
Distichodontidae;Neolebias powelli;Freshwater;39,02;2,56
Distichodontidae;Neolebias trilineatus;Freshwater;38,06;2,56
Distichodontidae;Xenocharax spilurus;Freshwater;37,86;2,63
Elassomatidae;Elassoma alabamae;Freshwater;37,19;2,17
Elassomatidae;Elassoma boehlkei;Freshwater;37,38;2,17
Elassomatidae;Elassoma evergladei;Freshwater;37,97;2,07
Elassomatidae;Elassoma gilberti;Freshwater;37,79;2,13
Elassomatidae;Elassoma okefenokee;Freshwater;37,81;2,13
Elassomatidae;Elassoma zonatum;Freshwater;37,75;2,17
Eleotridae;Bostrychus sinensis;Freshwater;40,28;2,55
Eleotridae;Butis amboinensis;Freshwater;39,73;2,26
Eleotridae;Butis butis;Freshwater;39,69;2,25
Eleotridae;Eleotris acanthopoma;Freshwater;39,35;1,95
Eleotridae;Eleotris fusca;Freshwater;38,67;1,98
Eleotridae;Eleotris melanosoma;Freshwater;39,94;1,98
Eleotridae;Eleotris oxycephala;Freshwater;38,38;1,71
Eleotridae;Gobiomorphus basalis;Freshwater;34,14;0,15
Eleotridae;Gobiomorphus breviceps;Freshwater;32,86;0,16
Eleotridae;Gobiomorphus cotidianus;Freshwater;33,86;0,15
Eleotridae;Gobiomorphus gobioides;Freshwater;33,40;1,15
Eleotridae;Gobiomorphus hubbsi;Freshwater;33,08;1,35
Eleotridae;Gobiomorphus huttoni;Freshwater;33,70;1,15
Eleotridae;Hypseleotris galii;Freshwater;38,15;0,17
Eleotridae;Hypseleotris klunzingeri;Freshwater;37,04;0,15
Eleotridae;Kribia nana;Freshwater;39,60;2,25
Eleotridae;Ophiocara porocephala;Freshwater;40,08;2,55
Eleotridae;Oxyeleotris marmorata;Freshwater;39,58;2,41
Eleotridae;Ratsirakia legendrei;Freshwater;37,84;1,86
Ellopostomatidae;Ellopostoma mystax;Freshwater;39,17;2,09
Elopidae;Elops affinis;Marine;36,77;2,99
Elopidae;Elops hawaiensis;Marine;38,62;3,06
Elopidae;Elops machnata;Freshwater;36,92;3,06
Elopidae;Elops saurus;Marine;39,01;3,03
Embiotocidae;Cymatogaster aggregata;Freshwater;32,75;0,16
Embiotocidae;Hypsurus caryi;Marine;31,11;0,16
Embiotocidae;Hysterocarpus traskii traskii;Freshwater;34,83;0,15
Embiotocidae;Micrometrus minimus;Marine;32,64;0,16
Engraulidae;Anchoa mitchilli;Freshwater;36,68;0,95
Engraulidae;Coilia grayii;Freshwater;36,86;1,91
Engraulidae;Engraulis japonicus;Marine;34,10;0,16
Engraulidae;Engraulis mordax;Marine;33,40;0,16
Esocidae;Esox americanus americanus;Freshwater;36,20;2,04
Esocidae;Esox lucius;Freshwater;28,98;0,15
Esocidae;Esox masquinongy;Freshwater;35,42;0,16
Esocidae;Esox niger;Freshwater;36,36;2,04
Fundulidae;Fundulus blairae;Freshwater;38,76;1,48
Fundulidae;Fundulus catenatus;Freshwater;39,01;1,55
Fundulidae;Fundulus chrysotus;Freshwater;39,72;1,48
Fundulidae;Fundulus cingulatus;Freshwater;39,00;1,48
Fundulidae;Fundulus diaphanus;Freshwater;37,87;0,15
Fundulidae;Fundulus dispar;Freshwater;37,71;1,48
Fundulidae;Fundulus escambiae;Freshwater;38,47;1,54
Fundulidae;Fundulus euryzonus;Freshwater;38,82;0,78
Fundulidae;Fundulus grandis;Freshwater;40,52;0,21
Fundulidae;Fundulus julisia;Freshwater;38,94;1,59
Fundulidae;Fundulus kansae;Freshwater;38,55;0,48
Fundulidae;Fundulus lineolatus;Freshwater;38,74;1,48
Fundulidae;Fundulus luciae;Freshwater;38,99;1,48
Fundulidae;Fundulus notatus;Freshwater;38,67;0,16
Fundulidae;Fundulus nottii;Freshwater;38,56;1,54
Fundulidae;Fundulus olivaceus;Freshwater;38,25;0,15
Fundulidae;Fundulus rathbuni;Freshwater;40,18;0,54
Fundulidae;Fundulus rubrifrons;Freshwater;39,59;1,48
Fundulidae;Fundulus sciadicus;Freshwater;35,36;0,15
Fundulidae;Fundulus seminolis;Freshwater;40,52;1,59
Fundulidae;Fundulus stellifer;Freshwater;39,44;1,55
Fundulidae;Fundulus zebrinus;Freshwater;39,65;0,16
Fundulidae;Lucania goodei;Freshwater;39,20;0,49
