species_alias,species_raw_names,kingdom_local,phylum_local,class_local,order_local,family_local,habitat_sources,group_local,trait_sources,consumer_taxon_status,queried_as_consumer,exclusion_reason
Lepidiolamprologus attenuatus,Lepidiolamprologus attenuatus,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidiolamprologus cunningtoni,Lepidiolamprologus cunningtoni,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidiolamprologus elongatus,Lepidiolamprologus elongatus,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidiolamprologus profundicola,Lepidiolamprologus profundicola,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidocephalichthys guntea,Lepidocephalichthys guntea,Animalia,Chordata,Actinopterygii,,Cobitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidocephalichthys hasselti,Lepidocephalichthys hasselti,Animalia,Chordata,Actinopterygii,,Cobitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidocephalichthys thermalis,Lepidocephalichthys thermalis,Animalia,Chordata,Actinopterygii,,Cobitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidocephalus macrochir,Lepidocephalus macrochir,Animalia,Chordata,Actinopterygii,,Cobitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidodactylus lugubris,Lepidodactylus lugubris,,Chordata,Lepidosauria,Squamata,Gekkonidae,"",,GlobTherm,animal,TRUE,""
Lepidomeda albivallis,Lepidomeda albivallis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidomeda copei,Lepidomeda copei,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Lepidomeda mollispinis,Lepidomeda mollispinis,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Lepidomeda vittata,Lepidomeda vittata,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepidonotothen squamifrons,Lepidonotothen squamifrons,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,ComteOlden,animal,TRUE,""
Lepidophyma flavimaculatum,Lepidophyma flavimaculatum,,Chordata,Lepidosauria,Squamata,Xantusiidae,"",,GlobTherm,animal,TRUE,""
Lepidopsetta bilineata,Lepidopsetta bilineata,Animalia,Chordata,Actinopterygii,,Pleuronectidae,marine,fish,ComteOlden,animal,TRUE,""
Lepidostoma cinereum,Lepidostoma cinereum,Metazoa,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lepidostoma pluviale,Lepidostoma pluviale,Metazoa,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lepidostoma unicolor,Lepidostoma unicolor,Metazoa,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lepisosteus osseus,Lepisosteus osseus,Animalia,Chordata,Actinopterygii,,Lepisosteidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepisosteus platostomus,Lepisosteus platostomus,Animalia,Chordata,Actinopterygii,,Lepisosteidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepisosteus platyrhincus,Lepisosteus platyrhincus,Animalia,Chordata,Actinopterygii,,Lepisosteidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepomis auritus,Lepomis auritus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepomis cyanellus,Lepomis cyanellus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Lepomis gibbosus,Lepomis gibbosus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater;mixed,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Lepomis gulosus,Lepomis gulosus,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,freshwater,fish,ComteOlden;GlobTherm,animal,TRUE,""
Lepomis humilis,Lepomis humilis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Lepomis macrochirus,Lepomis macrochirus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Lepomis marginatus,Lepomis marginatus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepomis megalotis,Lepomis megalotis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Lepomis microlophus,Lepomis microlophus,Metazoa,Chordata,Actinopteri,Acanthomorphata,Centrarchidae,freshwater,fish,ComteOlden;GlobTherm;ThermoFresh,animal,TRUE,""
Lepomis miniatus,Lepomis miniatus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepomis punctatus,Lepomis punctatus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lepomis symmetricus,Lepomis symmetricus,Animalia,Chordata,Actinopterygii,,Centrarchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leptecho scirpi,Leptecho scirpi,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Leptestheria brevirostris,Leptestheria brevirostris,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Leptestheriidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Leptobotia elongata,Leptobotia elongata,Animalia,Chordata,Actinopterygii,,Cobitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leptobotia guilinensis,Leptobotia guilinensis,Animalia,Chordata,Actinopterygii,,Cobitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leptocottus armatus,Leptocottus armatus,Animalia,Chordata,Actinopterygii,,Cottidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leptodactylus melanotus,Leptodactylus melanotus,,Chordata,Amphibia,Anura,Leptodactylidae,"",,GlobTherm,animal,TRUE,""
Leptodactylus pentadactylus,Leptodactylus pentadactylus,,Chordata,Amphibia,Anura,Leptodactylidae,"",,GlobTherm,animal,TRUE,""
Leptojulis cyanopleura,Leptojulis cyanopleura,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Leptonema maculatum,Leptonema maculatum,Metazoa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Leptoscarus vaigiensis,Leptoscarus vaigiensis,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Lerista bougainvilli,Lerista bougainvilli,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Lerista frosti,Lerista frosti,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Lerista neander,Lerista neander,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Lerista orientalis,Lerista orientalis,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Lerista terdigitata,Lerista terdigitata,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Lestagella penicillata,Lestagella penicillata,Metazoa,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lestes congener,Lestes congener,Metazoa,Arthropoda,Insecta,Odonata,Lestidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lestes disjunctus,Lestes disjunctus,Metazoa,Arthropoda,Insecta,Odonata,Lestidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lestradea perspicax,Lestradea perspicax,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lestradea stappersii,Lestradea stappersii,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Letharia vulpina,Letharia vulpina,,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Lethocerus americanus,Lethocerus americanus,Metazoa,Arthropoda,Insecta,Hemiptera,Belostomatidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Leucadendron argenteum,Leucadendron argenteum,,Streptophyta,Spermatophyta,Proteales,Proteaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Leucaspius delineatus,Leucaspius delineatus,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Leuciscus aspius,Leuciscus aspius,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leuciscus idus,Leuciscus idus,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Leuciscus leuciscus,Leuciscus leuciscus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leuciscus vorax,Leuciscus vorax,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Leucorrhinia proxima,Leucorrhinia proxima,Metazoa,Arthropoda,Insecta,Odonata,Libellulidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Leuctra fusca,Leuctra fusca,Metazoa,Arthropoda,Insecta,Plecoptera,Leuctridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Leuresthes tenuis,Leuresthes tenuis,Animalia,Chordata,Actinopterygii,,Atherinopsidae,marine,fish,ComteOlden,animal,TRUE,""
Libellula auripennis,Libellula auripennis,Metazoa,Arthropoda,Insecta,Odonata,Libellulidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Libocedrus bidwillii,Libocedrus bidwillii,,Streptophyta,Spermatophyta,Cupressales,Cupressaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Ligumia recta,Ligumia recta,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Ligustrum vulgare,Ligustrum vulgare,,Streptophyta,Spermatophyta,Lamiales,Oleaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Limatula hodgsoni,Limatula hodgsoni,,Mollusca,Bivalvia,Limoida,Limidae,"",,GlobTherm,animal,TRUE,""
Limbodessus amabilis,Limbodessus amabilis,Metazoa,Arthropoda,Insecta,Coleoptera,Dytiscidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Limia dominicensis,Limia dominicensis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia melanogaster,Limia melanogaster,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia melanonotata,Limia melanonotata,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia perugiae,Limia perugiae,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia sulphurophila,Limia sulphurophila,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia versicolor,Limia versicolor,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia vittata,Limia vittata,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,mixed,fish,ThermoFresh,animal,TRUE,""
Limia yaguajali,Limia yaguajali,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limia zonata,Limia zonata,Metazoa,Chordata,Actinopteri,Acanthomorphata,Poeciliidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Limnephilus ornatus,Limnephilus ornatus,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Limnius volckmari,Limnius volckmari,Metazoa,Arthropoda,Insecta,Coleoptera,Elmidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Limnochromis abeelei,Limnochromis abeelei,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Limnochromis auritus,Limnochromis auritus,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Limnochromis staneri,Limnochromis staneri,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Limnodynastes dorsalis,Limnodynastes dorsalis,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Limnodynastes fletcheri,Limnodynastes fletcheri,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Limnodynastes peroni,Limnodynastes peroni,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Limnodynastes salmini,Limnodynastes Salmini,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Limnodynastes tasmaniensis,Limnodynastes tasmaniensis,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Limnonectes woodworthi,Limnonectes woodworthi,,Chordata,Amphibia,Anura,Dicroglossidae,"",,GlobTherm,animal,TRUE,""
Limnothrissa miodon,Limnothrissa miodon,Animalia,Chordata,Actinopterygii,,Clupeidae,freshwater,fish,ComteOlden,animal,TRUE,""
Limnotilapia dardennii,Limnotilapia dardennii,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Limopsis marionensis,Limopsis marionensis,,Mollusca,Bivalvia,Arcoida,Limopsidae,"",,GlobTherm,animal,TRUE,""
Lindbergichthys nudifrons,Lindbergichthys nudifrons,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,ComteOlden,animal,TRUE,""
Linepithema humile,Linepithema humile,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Lingula anatina,Lingula anatina,Metazoa,Brachiopoda,Lingulata,Lingulida,Lingulidae,mixed,invertebrate,ThermoFresh,animal,TRUE,""
Liniparhomaloptera disparis,Liniparhomaloptera disparis,Animalia,Chordata,Actinopterygii,,Balitoridae,freshwater,fish,ComteOlden,animal,TRUE,""
Liobagrus kingi,Liobagrus kingi,Animalia,Chordata,Actinopterygii,,Amblycipitidae,freshwater,fish,ComteOlden,animal,TRUE,""
Liocarcinus marmoreus,Liocarcinus marmoreus,,Arthropoda,Malacostraca,Decapoda,Polybiidae,"",,GlobTherm,animal,TRUE,""
Liolaemus abaucan,Liolaemus abaucan,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus albiceps,Liolaemus albiceps,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus alticolor,Liolaemus alticolor,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus altissimus,Liolaemus altissimus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus bibronii,Liolaemus bibronii,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus bisignatus,Liolaemus bisignatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus boulengeri,Liolaemus boulengeri,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus canqueli,Liolaemus canqueli,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus capillitas,Liolaemus capillitas,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus chacoensis,Liolaemus chacoensis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus chiliensis,Liolaemus chiliensis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus constanzae,Liolaemus constanzae,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus curis,Liolaemus curis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus cuyanus,Liolaemus cuyanus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus cyanogaster,Liolaemus cyanogaster,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus darwinii,Liolaemus darwinii,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus dorbignyi,Liolaemus dorbignyi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus eleodori,Liolaemus eleodori,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus elongatus,Liolaemus elongatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus fabiani,Liolaemus fabiani,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus fitzgeraldi,Liolaemus fitzgeraldi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus fitzingerii,Liolaemus fitzingerii,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus fuscus,Liolaemus fuscus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus hellmichi,Liolaemus hellmichi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus hernani,Liolaemus hernani,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus irregularis,Liolaemus irregularis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus jamesi,Liolaemus jamesi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus kingii,Liolaemus kingii,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus koslowskyi,Liolaemus koslowskyi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus kriegi,Liolaemus kriegi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus laurenti,Liolaemus laurenti,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus lemniscatus,Liolaemus lemniscatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus leopardinus,Liolaemus leopardinus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus lorenzmuelleri,Liolaemus lorenzmuelleri,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus melanops,Liolaemus melanops,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus monticola,Liolaemus monticola,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus multicolor,Liolaemus multicolor,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus multimaculatus,Liolaemus multimaculatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus nigromaculatus,Liolaemus nigromaculatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus nigroroseus,Liolaemus nigroroseus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus nigroviridis,Liolaemus nigroviridis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus nitidus,Liolaemus nitidus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus olongasta,Liolaemus olongasta,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus ornatus,Liolaemus ornatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus petrophilus,Liolaemus petrophilus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus pictus,Liolaemus pictus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus platei,Liolaemus platei,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus poecilochromus,Liolaemus poecilochromus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus pseudoanomalus,Liolaemus pseudoanomalus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus pseudolemniscatus,Liolaemus pseudolemniscatus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus punctatissimus,Liolaemus punctatissimus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus quilmes,Liolaemus quilmes,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus riojanus,Liolaemus riojanus,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus robertmertensi,Liolaemus robertmertensi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus rothi,Liolaemus rothi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus salinicola,Liolaemus salinicola,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus scapularis,Liolaemus scapularis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus schroederi,Liolaemus schroederi,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus telsen,Liolaemus telsen,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus tenuis,Liolaemus tenuis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus vallecurensis,Liolaemus vallecurensis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus walkeri,Liolaemus walkeri,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liolaemus xanthoviridis,Liolaemus xanthoviridis,,Chordata,Lepidosauria,Squamata,Iguanidae,"",,GlobTherm,animal,TRUE,""
Liopropoma carmabi,Liopropoma carmabi,Animalia,Chordata,Actinopterygii,,Serranidae,marine,fish,ComteOlden,animal,TRUE,""
Liopropoma eukrines,Liopropoma eukrines,Animalia,Chordata,Actinopterygii,,Serranidae,marine,fish,ComteOlden,animal,TRUE,""
Liopsetta glacialis,Liopsetta glacialis,Metazoa,Chordata,Actinopteri,Acanthomorphata,Pleuronectidae,mixed,fish,ThermoFresh,animal,TRUE,""
Liothyrella neozelanica,Liothyrella neozelanica,,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,"",,GlobTherm,animal,TRUE,""
Liothyrella uva,Liothyrella uva,,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,"",,GlobTherm,animal,TRUE,""
Lipinia pulchella,Lipinia pulchella,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Lipophrys pholis,Lipophrys pholis,Animalia,Chordata,Actinopterygii,,Blenniidae,marine,fish,ComteOlden,animal,TRUE,""
Lipophrys trigloides,Lipophrys trigloides,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,marine,fish,ComteOlden;GlobTherm,animal,TRUE,""
Lirceus brachyurus,Lirceus brachyurus,Metazoa,Arthropoda,Malacostraca,Isopoda,Asellidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lithasia obovata,Lithasia obovata,Metazoa,Mollusca,Gastropoda,,Pleuroceridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Lithobates sylvatica,Lithobates sylvatica,,Chordata,Amphibia,Anura,Ranidae,"",,GlobTherm,animal,TRUE,""
Lithognathus mormyrus,Lithognathus mormyrus,Animalia,Chordata,Actinopterygii,,Sparidae,marine,fish,ComteOlden,animal,TRUE,""
Litoria gracilenta,Litoria gracilenta,,Chordata,Amphibia,Anura,Hylidae,"",,GlobTherm,animal,TRUE,""
Littorina fabalis,Littorina fabalis,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,"",,GlobTherm,animal,TRUE,""
Littorina littorea,Littorina littorea,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,"",,GlobTherm,animal,TRUE,""
Littorina obtusata,Littorina obtusata,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,"",,GlobTherm,animal,TRUE,""
Littorina saxatilis,Littorina saxatilis,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,mixed,invertebrate,GlobTherm;ThermoFresh,animal,TRUE,""
Liza abu,Liza abu,Animalia,Chordata,Actinopterygii,,Mugilidae,freshwater,fish,ComteOlden,animal,TRUE,""
Liza aurata,Liza aurata,Animalia,Chordata,Actinopterygii,,Mugilidae,freshwater,fish,ComteOlden,animal,TRUE,""
Liza ramada,Liza ramada,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,freshwater,fish,ComteOlden;GlobTherm,animal,TRUE,""
Liza saliens,Liza saliens,Animalia,Chordata,Actinopterygii,,Mugilidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lobaria pulmonaria,Lobaria pulmonaria,,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Lobocheilos melanotaenia,Lobocheilos melanotaenia,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Lobochilotes labiatus,Lobochilotes labiatus,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
