consumer,metric,recorded_prey_species,prey_with_trait,prey_trait_coverage,included_in_analysis
Malacoctenus zonifer,ctmax,2,0,0,FALSE
Mesonauta insignis,ctmax,4,0,0,FALSE
Nannocharax machadoi,ctmax,5,0,0,FALSE
Naso thynnoides,ctmax,3,0,0,FALSE
Nemacheilus masyae,ctmax,2,0,0,FALSE
Notothenia angustata,ctmax,4,0,0,FALSE
Notropis texanus,ctmax,5,0,0,FALSE
Ophioblennius steindachneri,ctmax,2,0,0,FALSE
Ophthalmolepis lineolata,ctmax,2,0,0,FALSE
Oreonectes platycephalus,ctmax,3,0,0,FALSE
Pachychilon pictum,ctmax,3,0,0,FALSE
Padogobius nigricans,ctmax,1,0,0,FALSE
Parachaetodon ocellatus,ctmax,4,0,0,FALSE
Pelasgus stymphalicus,ctmax,2,0,0,FALSE
Pomacanthus zonipectus,ctmax,6,0,0,FALSE
Procypris rabaudi,ctmax,2,0,0,FALSE
Pseudobarbus capensis,ctmax,4,0,0,FALSE
Pseudobarbus serra,ctmax,6,0,0,FALSE
Pseudobarbus tenuis,ctmax,5,0,0,FALSE
Pseudochondrostoma duriense,ctmax,2,0,0,FALSE
Pseudochondrostoma polylepis,ctmax,2,0,0,FALSE
Pseudochondrostoma willkommii,ctmax,4,0,0,FALSE
Pseudodax moluccanus,ctmax,4,0,0,FALSE
Psilorhynchus homaloptera,ctmax,4,0,0,FALSE
Pteragogus cryptus,ctmax,2,0,0,FALSE
Redigobius bikolanus,ctmax,6,0,0,FALSE
Rhabdalestes maunensis,ctmax,3,0,0,FALSE
Romanogobio uranoscopus,ctmax,3,0,0,FALSE
Salmo carpio,ctmax,1,0,0,FALSE
Sandelia capensis,ctmax,4,0,0,FALSE
Squalius aphipsi,ctmax,2,0,0,FALSE
Squalius ghigii,ctmax,4,0,0,FALSE
Squalius illyricus,ctmax,2,0,0,FALSE
Squalius lucumonis,ctmax,1,0,0,FALSE
Squalius svallize,ctmax,1,0,0,FALSE
Symphodus trutta,ctmax,2,0,0,FALSE
Synodontis nebulosus,ctmax,5,0,0,FALSE
Telestes turskyi,ctmax,1,0,0,FALSE
Telmatochromis dhonti,ctmax,1,0,0,FALSE
Thalassoma genivittatum,ctmax,2,0,0,FALSE
Thalassoma lucasanum,ctmax,2,0,0,FALSE
Triglachromis otostigma,ctmax,1,0,0,FALSE
Tropidophoxinellus spartiaticus,ctmax,2,0,0,FALSE
Vimba melanops,ctmax,2,0,0,FALSE
Wetmorella nigropinnata,ctmax,2,0,0,FALSE
Xenotilapia flavipinnis,ctmax,2,0,0,FALSE
Xyrichtys martinicensis,ctmax,2,0,0,FALSE
Yasuhikotakia eos,ctmax,1,0,0,FALSE
Yasuhikotakia morleti,ctmax,1,0,0,FALSE
Zingel streber,ctmax,2,0,0,FALSE
Acanthobrama terraesanctae,ctmax,4,0,0,FALSE
Acanthurus nubilus,ctmax,1,0,0,FALSE
Amblypharyngodon mola,ctmax,1,0,0,FALSE
Apogon dovii,ctmax,4,0,0,FALSE
Apogon pacificus,ctmax,2,0,0,FALSE
Ballerus ballerus,ctmax,4,0,0,FALSE
Boraras urophthalmoides,ctmax,1,0,0,FALSE
Brachygobius kabiliensis,ctmax,1,0,0,FALSE
Capoeta capoeta,ctmax,3,0,0,FALSE
Cardiopharynx schoutedeni,ctmax,2,0,0,FALSE
Carnegiella strigata,ctmax,1,0,0,FALSE
Chromis alta,ctmax,1,0,0,FALSE
Chromis atrilobata,ctmax,1,0,0,FALSE
Chromis punctipinnis,ctmax,4,0,0,FALSE
Cirrhilabrus lubbocki,ctmax,1,0,0,FALSE
Copadichromis borleyi,ctmax,1,0,0,FALSE
Crossocheilus reticulatus,ctmax,2,0,0,FALSE
Cyathopharynx furcifer,ctmax,2,0,0,FALSE
Ecsenius midas,ctmax,4,0,0,FALSE
Ectodus descampsii,ctmax,2,0,0,FALSE
Enneacanthus obesus,ctmax,2,0,0,FALSE
Enteromius ablabes,ctmax,4,0,0,FALSE
Enteromius macrops,ctmax,3,0,0,FALSE
Enteromius sublineatus,ctmax,3,0,0,FALSE
Epalzeorhynchos frenatum,ctmax,2,0,0,FALSE
Esomus longimanus,ctmax,1,0,0,FALSE
Esomus metallicus,ctmax,3,0,0,FALSE
Genicanthus lamarck,ctmax,2,0,0,FALSE
Genicanthus melanospilos,ctmax,2,0,0,FALSE
Gyrinocheilus aymonieri,ctmax,3,0,0,FALSE
Gyrinocheilus pennocki,ctmax,3,0,0,FALSE
Halichoeres socialis,ctmax,2,0,0,FALSE
Haplochromis azureus,ctmax,2,0,0,FALSE
Haplochromis piceatus,ctmax,1,0,0,FALSE
Haplochromis pyrrhocephalus,ctmax,1,0,0,FALSE
Haplotaxodon microlepis,ctmax,2,0,0,FALSE
Helostoma temminkii,ctmax,1,0,0,FALSE
Hemanthias peruanus,ctmax,2,0,0,FALSE
Heniochus diphreutes,ctmax,1,0,0,FALSE
Labeo coubie,ctmax,2,0,0,FALSE
Labeo forskalii,ctmax,4,0,0,FALSE
Labeo victorianus,ctmax,2,0,0,FALSE
Labeobarbus aeneus,ctmax,9,0,0,FALSE
Laides longibarbis,ctmax,1,0,0,FALSE
Lepidocephalichthys hasselti,ctmax,2,0,0,FALSE
Leptojulis cyanopleura,ctmax,2,0,0,FALSE
Luciobarbus albanicus,ctmax,3,0,0,FALSE
Luciobarbus bocagei,ctmax,3,0,0,FALSE
Luciobarbus brachycephalus,ctmax,4,0,0,FALSE
Macrochirichthys macrochirus,ctmax,1,0,0,FALSE
Maylandia lombardoi,ctmax,4,0,0,FALSE
Naso brachycentron,ctmax,2,0,0,FALSE
Naso mcdadei,ctmax,4,0,0,FALSE
Naso minor,ctmax,4,0,0,FALSE
Neolamprologus brevis,ctmax,2,0,0,FALSE
Neolamprologus brichardi,ctmax,2,0,0,FALSE
Neolamprologus multifasciatus,ctmax,2,0,0,FALSE
Neopomacentrus taeniurus,ctmax,2,0,0,FALSE
Odontesthes bonariensis,ctmax,3,0,0,FALSE
Ophthalmotilapia boops,ctmax,2,0,0,FALSE
Oreochromis malagarasi,ctmax,2,0,0,FALSE
Oryzias mekongensis,ctmax,1,0,0,FALSE
Paracanthurus hepatus,ctmax,1,0,0,FALSE
Parachela maculicauda,ctmax,1,0,0,FALSE
Parachela oxygastroides,ctmax,1,0,0,FALSE
Paracyprichromis brieni,ctmax,1,0,0,FALSE
Paracyprichromis nigripinnis,ctmax,1,0,0,FALSE
Paralaubuca typus,ctmax,1,0,0,FALSE
Prionurus laticlavius,ctmax,2,0,0,FALSE
Prionurus microlepidotus,ctmax,2,0,0,FALSE
Prochilodus lineatus,ctmax,1,0,0,FALSE
Pseudocoris heteroptera,ctmax,2,0,0,FALSE
Pseudocoris yamashiroi,ctmax,2,0,0,FALSE
Pseudosphromenus cupanus,ctmax,3,0,0,FALSE
Rasbora caudimaculata,ctmax,1,0,0,FALSE
Rasbosoma spilocerca,ctmax,1,0,0,FALSE
Rastrelliger brachysoma,ctmax,1,0,0,FALSE
Rastrelliger faughni,ctmax,1,0,0,FALSE
Scomber colias,ctmax,3,0,0,FALSE
Spathodus erythrodon,ctmax,1,0,0,FALSE
Tanichthys albonubes,ctmax,1,0,0,FALSE
Telestes beoticus,ctmax,3,0,0,FALSE
Trichopsis pumila,ctmax,1,0,0,FALSE
Trigonopoma pauciperforatum,ctmax,1,0,0,FALSE
Umbra krameri,ctmax,4,0,0,FALSE
Akrokolioplax bicornis,ctmax,3,0,0,FALSE
Alestes macrophthalmus,ctmax,2,0,0,FALSE
Amatolacypris trevelyani,ctmax,2,0,0,FALSE
Apolemichthys trimaculatus,ctmax,4,0,0,FALSE
Apolemichthys xanthurus,ctmax,4,0,0,FALSE
Aulopyge huegelii,ctmax,1,0,0,FALSE
Balitora annamitica,ctmax,1,0,0,FALSE
Ballerus sapa,ctmax,2,0,0,FALSE
Bangana behri,ctmax,2,0,0,FALSE
Barbus meridionalis,ctmax,1,0,0,FALSE
Bidyanus bidyanus,ctmax,2,0,0,FALSE
Carpiodes cyprinus,ctmax,3,0,0,FALSE
Catostomus platyrhynchus,ctmax,1,0,0,FALSE
Centropyge aurantonotus,ctmax,1,0,0,FALSE
Centropyge eibli,ctmax,3,0,0,FALSE
Centropyge ferrugata,ctmax,4,0,0,FALSE
Centropyge fisheri,ctmax,4,0,0,FALSE
Centropyge flavissima,ctmax,4,0,0,FALSE
Centropyge loriculus,ctmax,4,0,0,FALSE
Centropyge multispinis,ctmax,4,0,0,FALSE
Centropyge nox,ctmax,4,0,0,FALSE
Centropyge venusta,ctmax,3,0,0,FALSE
Centropyge vrolikii,ctmax,4,0,0,FALSE
Cetoscarus bicolor,ctmax,1,0,0,FALSE
Chaetodon octofasciatus,ctmax,2,0,0,FALSE
Chaetodontoplus caeruleopunctatus,ctmax,4,0,0,FALSE
Chaetodontoplus duboulayi,ctmax,4,0,0,FALSE
Chaetodontoplus melanosoma,ctmax,4,0,0,FALSE
Chaetodontoplus mesoleucus,ctmax,4,0,0,FALSE
Chelaethiops bibie,ctmax,4,0,0,FALSE
Chilochromis duponti,ctmax,2,0,0,FALSE
Chiloglanis asymetricaudalis,ctmax,3,0,0,FALSE
Chlorurus bleekeri,ctmax,1,0,0,FALSE
Chlorurus oedema,ctmax,2,0,0,FALSE
Chondrostoma nasus,ctmax,3,1,0.333333333333333,TRUE
Chondrostoma prespense,ctmax,3,0,0,FALSE
Cirrhinus microlepis,ctmax,2,0,0,FALSE
Clarias gabonensis,ctmax,1,0,0,FALSE
Cryptotomus roseus,ctmax,1,0,0,FALSE
Ctenochaetus strigosus,ctmax,1,0,0,FALSE
Cyprinodon nevadensis,ctmax,1,0,0,FALSE
Dionda episcopa,ctmax,3,0,0,FALSE
Distichodus fasciolatus,ctmax,2,0,0,FALSE
Ecsenius bicolor,ctmax,2,0,0,FALSE
Enteromius anoplus,ctmax,2,0,0,FALSE
Enteromius mattozi,ctmax,6,0,0,FALSE
Etia nguti,ctmax,2,0,0,FALSE
Garra cambodgiensis,ctmax,1,0,0,FALSE
Garra fasciacauda,ctmax,1,0,0,FALSE
Garra fuliginosa,ctmax,1,0,0,FALSE
Garra gotyla,ctmax,1,0,0,FALSE
Garra rufa,ctmax,2,0,0,FALSE
Gobiocichla wonderi,ctmax,1,0,0,FALSE
Gymnocharacinus bergii,ctmax,2,0,0,FALSE
Henicorhynchus lobatus,ctmax,2,0,0,FALSE
Henicorhynchus siamensis,ctmax,2,0,0,FALSE
Hybognathus argyritis,ctmax,2,0,0,FALSE
Hybognathus regius,ctmax,2,0,0,FALSE
Julidochromis marlieri,ctmax,3,0,0,FALSE
Labeo dussumieri,ctmax,3,0,0,FALSE
Labeo gonius,ctmax,2,0,0,FALSE
Labeo pierrei,ctmax,1,0,0,FALSE
Labeobarbus gorguari,ctmax,1,0,0,FALSE
Labeobarbus marequensis,ctmax,8,0,0,FALSE
Lobocheilos melanotaenia,ctmax,2,0,0,FALSE
Luciobarbus steindachneri,ctmax,3,0,0,FALSE
Mastacembelus erythrotaenia,ctmax,1,0,0,FALSE
Maylandia estherae,ctmax,2,0,0,FALSE
Mystacoleucus chilopterus,ctmax,1,0,0,FALSE
Naso tonganus,ctmax,2,0,0,FALSE
Neolissochilus stracheyi,ctmax,1,0,0,FALSE
Nicholsina denticulata,ctmax,1,0,0,FALSE
Notropis rubellus,ctmax,3,0,0,FALSE
Notropis stramineus,ctmax,4,0,0,FALSE
Ophthalmotilapia ventralis,ctmax,1,0,0,FALSE
Osteochilus lini,ctmax,1,0,0,FALSE
Osteochilus microcephalus,ctmax,1,0,0,FALSE
Osteochilus waandersii,ctmax,1,0,0,FALSE
Pangasianodon gigas,ctmax,1,0,0,FALSE
Parabramis pekinensis,ctmax,1,0,0,FALSE
Petrochromis famula,ctmax,1,0,0,FALSE
Petrochromis orthognathus,ctmax,1,0,0,FALSE
Plagopterus argentissimus,ctmax,3,0,0,FALSE
Poecilia caucana,ctmax,3,0,0,FALSE
Pomacanthus maculosus,ctmax,4,0,0,FALSE
Pomacanthus navarchus,ctmax,4,0,0,FALSE
Pomacanthus sexstriatus,ctmax,4,0,0,FALSE
Pomacanthus xanthometopon,ctmax,4,0,0,FALSE
Prionurus maculatus,ctmax,2,0,0,FALSE
Prionurus scalprum,ctmax,2,0,0,FALSE
Pseudobarbus asper,ctmax,3,0,0,FALSE
Pseudolais pleurotaenia,ctmax,4,0,0,FALSE
Pseudosimochromis curvifrons,ctmax,2,0,0,FALSE
Puntioplites bulu,ctmax,3,0,0,FALSE
Puntioplites waandersi,ctmax,1,0,0,FALSE
Puntius vittatus,ctmax,3,0,0,FALSE
Pygoplites diacanthus,ctmax,4,0,0,FALSE
Rasbora aurotaenia,ctmax,1,0,0,FALSE
Rhinichthys falcatus,ctmax,3,0,0,FALSE
Sarotherodon steinbachi,ctmax,1,0,0,FALSE
Scaphognathops bandanensis,ctmax,2,0,0,FALSE
Scardinius acarnanicus,ctmax,2,0,0,FALSE
Scardinius graecus,ctmax,1,0,0,FALSE
Scarus chameleon,ctmax,1,0,0,FALSE
Scarus festivus,ctmax,2,0,0,FALSE
Scarus flavipectoralis,ctmax,1,0,0,FALSE
Scarus forsteni,ctmax,1,0,0,FALSE
Scarus frenatus,ctmax,1,0,0,FALSE
Scarus globiceps,ctmax,1,0,0,FALSE
Scarus niger,ctmax,1,0,0,FALSE
Scarus quoyi,ctmax,2,0,0,FALSE
Scarus rubroviolaceus,ctmax,1,0,0,FALSE
Scarus tricolor,ctmax,2,0,0,FALSE
Schistura nicholsi,ctmax,1,0,0,FALSE
Schizothorax richardsonii,ctmax,4,0,0,FALSE
Sicyopterus lagocephalus,ctmax,5,0,0,FALSE
Siganus javus,ctmax,3,0,0,FALSE
Siganus vermiculatus,ctmax,2,0,0,FALSE
Simochromis diagramma,ctmax,1,0,0,FALSE
Sparisoma atomarium,ctmax,1,0,0,FALSE
Sparisoma tuiupiranga,ctmax,1,0,0,FALSE
Spinibarbus sinensis,ctmax,4,0,0,FALSE
Stegastes acapulcoensis,ctmax,2,0,0,FALSE
Synodontis contractus,ctmax,1,0,0,FALSE
Telmatochromis bifrenatus,ctmax,1,0,0,FALSE
Thoburnia rhothoeca,ctmax,2,0,0,FALSE
Tilapia guinasana,ctmax,3,0,0,FALSE
Tilapia ruweti,ctmax,4,0,0,FALSE
Tor tambroides,ctmax,3,0,0,FALSE
Tristramella simonis,ctmax,1,0,0,FALSE
Xenotilapia leptura,ctmax,2,0,0,FALSE
Barbus cyclolepis,ctmax,7,0,0,FALSE
Brycinus affinis,ctmax,5,0,0,FALSE
Brycinus lateralis,ctmax,3,0,0,FALSE
Devario kakhienensis,ctmax,2,0,0,FALSE
Devario maetaengensis,ctmax,2,0,0,FALSE
Mastacembelus cunningtoni,ctmax,5,0,0,FALSE
Pseudobarbus erubescens,ctmax,2,0,0,FALSE
Silurus meridionalis,ctmax,1,1,1,TRUE
Aspidoscelis sexlineatus,ctmax,1,0,0,FALSE
Lasius alienus,ctmax,1,0,0,FALSE
Tetramorium semilaeve,ctmax,1,0,0,FALSE
Cataglyphis cursor,ctmax,1,0,0,FALSE
Alburnus scoranza,ctmax,1,0,0,FALSE
Alcolapia grahami,ctmax,2,0,0,FALSE
Cirrhinus cirrhosus,ctmax,1,0,0,FALSE
Diplotaxodon macrops,ctmax,4,0,0,FALSE
Distichodus sexfasciatus,ctmax,5,0,0,FALSE
Engraulicypris brevianalis,ctmax,4,0,0,FALSE
Kuhlia mugil,ctmax,1,0,0,FALSE
Lepidocephalichthys thermalis,ctmax,2,0,0,FALSE
Microcharacidium eleotrioides,ctmax,3,0,0,FALSE
Pronotogrammus multifasciatus,ctmax,2,0,0,FALSE
Schizothorax macrophthalmus,ctmax,2,0,0,FALSE
Syngnathus abaster,ctmax,1,0,0,FALSE
Xiphophorus variatus,ctmax,5,0,0,FALSE
Craterocephalus stercusmuscarum,ctmax,3,0,0,FALSE
Apalone ferox,ctmax,1,1,1,TRUE
Sphenomorphus incognitus,ctmax,1,0,0,FALSE
Corophium volutator,ctmax,2,0,0,FALSE
Echinogammarus berilloni,ctmax,1,0,0,FALSE
Pogonichthys macrolepidotus,ctmax,1,0,0,FALSE
Cyphomyrus discorhynchus,ctmax,4,0,0,FALSE
Baccharis pilularis,ctmax,1,1,1,TRUE
Uta stansburiana,ctmax,1,0,0,FALSE
Camponotus chromaiodes,ctmax,2,0,0,FALSE
Parazacco spilurus,ctmax,1,0,0,FALSE
Reticulitermes flavipes,ctmax,1,0,0,FALSE
Eleutherodactylus coqui,ctmax,1,1,1,TRUE
Plecodus elaviae,ctmax,1,0,0,FALSE
Plecodus multidentatus,ctmax,1,0,0,FALSE
Plecodus paradoxus,ctmax,1,0,0,FALSE
Crematogaster lineolata,ctmax,3,1,0.333333333333333,TRUE
Serranochromis angusticeps,ctmax,1,1,1,TRUE
Labrichthys unilineatus,ctmax,2,0,0,FALSE
Limnodynastes salmini,ctmax,1,0,0,FALSE
Plestiodon chinensis,ctmax,1,0,0,FALSE
Paroster macrosturtensis,ctmax,2,0,0,FALSE
Paroster mesosturtensis,ctmax,3,0,0,FALSE
Dipsosaurus dorsalis,ctmax,1,0,0,FALSE
Diplotaxodon greenwoodi,ctmax,1,0,0,FALSE
Leptobotia elongata,ctmax,1,0,0,FALSE
Sperata aor,ctmax,2,0,0,FALSE
Cyprinella venusta,ctmax,1,0,0,FALSE
Notropis boops,ctmax,1,0,0,FALSE
Aeshna interrupta,ctmax,1,0,0,FALSE
Camponotus novaeboracensis,ctmax,1,0,0,FALSE
Takydromus septentrionalis,ctmax,1,0,0,FALSE
Testudo hermanni,ctmax,1,0,0,FALSE
Amblyceps mangois,ctmax,1,0,0,FALSE
Chetia brevis,ctmax,1,0,0,FALSE
Lythrurus ardens,ctmax,4,0,0,FALSE
Cyprinella analostana,ctmax,3,0,0,FALSE
Lythrurus umbratilis,ctmax,4,0,0,FALSE
Mesogobius batrachocephalus,ctmax,2,0,0,FALSE
Cottus confusus,ctmax,2,0,0,FALSE
Perissodus eccentricus,ctmax,1,0,0,FALSE
Plagiotremus azaleus,ctmax,3,0,0,FALSE
Boulengerochromis microlepis,ctmax,1,0,0,FALSE
Mastacembelus moorii,ctmax,1,0,0,FALSE
Botia rostrata,ctmax,1,0,0,FALSE
Ambastaia nigrolineata,ctmax,1,0,0,FALSE
Clinostomus elongatus,ctmax,1,0,0,FALSE
Macrhybopsis aestivalis,ctmax,1,0,0,FALSE
Myaka myaka,ctmax,2,0,0,FALSE
Nemacheilus triangularis,ctmax,1,0,0,FALSE
Puntioplites falcifer,ctmax,2,0,0,FALSE
Xenochromis hecqui,ctmax,1,0,0,FALSE
Chaetodontoplus meredithi,ctmax,2,0,0,FALSE
Percina notogramma,ctmax,1,0,0,FALSE
Romanogobio ciscaucasicus,ctmax,1,0,0,FALSE
Pseudobarbus quathlambae,ctmax,1,0,0,FALSE
Pollimyrus castelnaui,ctmax,1,0,0,FALSE
Bathybates fasciatus,ctmax,1,0,0,FALSE
Bathybates ferox,ctmax,1,0,0,FALSE
Bathybates graueri,ctmax,1,0,0,FALSE
Bathybates hornii,ctmax,1,0,0,FALSE
Bathybates leo,ctmax,1,0,0,FALSE
Bathybates minor,ctmax,1,0,0,FALSE
Bathybates vittatus,ctmax,1,0,0,FALSE
Chaetodon austriacus,ctmax,1,0,0,FALSE
Chaetodon melapterus,ctmax,1,0,0,FALSE
Chaetodon meyeri,ctmax,1,0,0,FALSE
Larabicus quadrilineatus,ctmax,1,0,0,FALSE
Pirenella cingulata,ctmax,2,0,0,FALSE
Pseudobarbus phlegethon,ctmax,2,0,0,FALSE
Grammatotria lemairii,ctmax,2,0,0,FALSE
Neolamprologus tetracanthus,ctmax,3,0,0,FALSE
Aplocheilus blockii,ctmax,2,0,0,FALSE
Corydoras ehrhardti,ctmax,1,0,0,FALSE
Hippopotamyrus ansorgii,ctmax,1,0,0,FALSE
Salmostoma bacaila,ctmax,2,0,0,FALSE
Eutropiichthys vacha,ctmax,2,0,0,FALSE
Gnathonemus petersii,ctmax,2,0,0,FALSE
Horadandia atukorali,ctmax,1,0,0,FALSE
Pseudobarbus calidus,ctmax,1,0,0,FALSE
Hyperopisus bebe,ctmax,1,0,0,FALSE
Hologymnosus annulatus,ctmax,1,0,0,FALSE
Otopharynx brooksi,ctmax,1,0,0,FALSE
Basiliscus vittatus,ctmax,1,0,0,FALSE
Neolamprologus meeli,ctmax,1,1,1,TRUE
Camponotus herculeanus,ctmax,1,0,0,FALSE
Heterochromis multidens,ctmax,1,0,0,FALSE
Pleuronectes platessa,lt50,347,10,0.0288184438040346,TRUE
Ameiurus nebulosus,lt50,470,15,0.0319148936170213,TRUE
Gammarus pulex,lt50,479,10,0.0208768267223382,TRUE
Micropterus salmoides,lt50,473,19,0.040169133192389,TRUE
Platichthys flesus,lt50,221,14,0.0633484162895928,TRUE
Rutilus rutilus,lt50,686,12,0.0174927113702624,TRUE
Esox lucius,lt50,889,20,0.0224971878515186,TRUE
Oedothorax apicatus,lt50,39,0,0,FALSE
Tibellus maritimus,lt50,779,1,0.00128369704749679,TRUE
Gobius paganellus,lt50,88,2,0.0227272727272727,TRUE
Alosa pseudoharengus,lt50,98,1,0.0102040816326531,TRUE
Coregonus artedi,lt50,46,0,0,FALSE
Coregonus clupeaformis,lt50,55,3,0.0545454545454545,TRUE
Dorosoma cepedianum,lt50,138,2,0.0144927536231884,TRUE
Lepomis macrochirus,lt50,94,4,0.0425531914893617,TRUE
Lucania parva,lt50,162,6,0.037037037037037,TRUE
Morone saxatilis,lt50,203,12,0.0591133004926108,TRUE
Pseudopleuronectes americanus,lt50,180,5,0.0277777777777778,TRUE
Fundulus parvipinnis,lt50,44,0,0,FALSE
Girella nigricans,lt50,105,2,0.0190476190476191,TRUE
Sphoeroides maculatus,lt50,145,2,0.0137931034482759,TRUE
Mytilus edulis,lt50,47,1,0.0212765957446809,TRUE
Semibalanus balanoides,lt50,33,0,0,FALSE
Dikerogammarus villosus,lt50,395,8,0.020253164556962,TRUE
Engraulis japonicus,lt50,30,0,0,FALSE
Rhithrogena semicolorata,lt50,154,0,0,FALSE
Paracalliope fluviatilis,lt50,18,0,0,FALSE
Asellus aquaticus,lt50,73,0,0,FALSE
Aoteapsyche colonica,lt50,12,0,0,FALSE
Oncorhynchus nerka,lt50,68,0,0,FALSE
Potamopyrgus antipodarum,lt50,132,0,0,FALSE
Pycnocentria evecta,lt50,7,0,0,FALSE
Baetis rhodani,lt50,78,0,0,FALSE
Ctenopharyngodon idella,lt50,30,0,0,FALSE
Salvelinus alpinus,lt50,170,11,0.0647058823529412,TRUE
Trematomus bernacchii,lt50,147,0,0,FALSE
Nacella concinna,lt50,10,0,0,FALSE
Oncorhynchus kisutch,lt50,91,7,0.0769230769230769,TRUE
Tautogolabrus adspersus,lt50,14,0,0,FALSE
Trematomus hansoni,lt50,112,1,0.00892857142857143,TRUE
Oncorhynchus keta,lt50,63,0,0,FALSE
Anax imperator,lt50,10,0,0,FALSE
Littorina littorea,lt50,67,2,0.0298507462686567,TRUE
Littorina obtusata,lt50,24,0,0,FALSE
Littorina saxatilis,lt50,39,1,0.0256410256410256,TRUE
Testudinalia testudinalis,lt50,19,0,0,FALSE
Tagelus dombeii,lt50,3,0,0,FALSE
Mullus surmuletus,lt50,184,6,0.0326086956521739,TRUE
Oncorhynchus tshawytscha,lt50,119,4,0.0336134453781513,TRUE
Scorpaena porcus,lt50,56,1,0.0178571428571429,TRUE
Anguilla dieffenbachii,lt50,27,3,0.111111111111111,TRUE
Menidia menidia,lt50,39,2,0.0512820512820513,TRUE
Metacarcinus magister,lt50,36,1,0.0277777777777778,TRUE
Oncorhynchus clarkii,lt50,41,6,0.146341463414634,TRUE
Oncorhynchus gorbuscha,lt50,64,0,0,FALSE
Mullus barbatus,lt50,64,0,0,FALSE
Nucella lapillus,lt50,31,7,0.225806451612903,TRUE
Baetis vernus,lt50,51,0,0,FALSE
Prodiamesa olivacea,lt50,56,0,0,FALSE
Poecilia reticulata,lt50,13,0,0,FALSE
Pseudacris regilla,lt50,16,0,0,FALSE
Cichlasoma urophthalmum,lt50,11,0,0,FALSE
Oreochromis niloticus,lt50,47,0,0,FALSE
Dreissena polymorpha,lt50,4,0,0,FALSE
Anabas testudineus,lt50,11,0,0,FALSE
Cheimarrichthys fosteri,lt50,10,1,0.1,TRUE
Gobiesox strumosus,lt50,7,0,0,FALSE
Oreochromis mossambicus,lt50,45,0,0,FALSE
Lates calcarifer,lt50,25,0,0,FALSE
Lithobates pipiens,lt50,11,0,0,FALSE
Rhinichthys atratulus,lt50,22,1,0.0454545454545455,TRUE
Steromphala cineraria,lt50,22,2,0.0909090909090909,TRUE
Anguilla australis,lt50,36,4,0.111111111111111,TRUE
Faxonius rusticus,lt50,7,0,0,FALSE
Paragnetina media,lt50,6,1,0.166666666666667,TRUE
Catostomus commersonii,lt50,19,0,0,FALSE
Galaxias maculatus,lt50,6,0,0,FALSE
Alburnus chalcoides,lt50,9,0,0,FALSE
Aplodinotus grunniens,lt50,14,3,0.214285714285714,TRUE
Cottus cognatus,lt50,11,0,0,FALSE
Etroplus suratensis,lt50,11,0,0,FALSE
Gobiomorphus cotidianus,lt50,18,2,0.111111111111111,TRUE
Morone chrysops,lt50,12,2,0.166666666666667,TRUE
Prosopium williamsoni,lt50,11,1,0.0909090909090909,TRUE
Retropinna retropinna,lt50,22,0,0,FALSE
Scatophagus argus,lt50,7,0,0,FALSE
Terapon jarbua,lt50,22,0,0,FALSE
Kuhlia sandvicensis,lt50,7,1,0.142857142857143,TRUE
Planiliza subviridis,lt50,7,0,0,FALSE
Macropelopia nebulosa,lt50,17,1,0.0588235294117647,TRUE
Dodonaea viscosa,lt50,13,0,0,FALSE
Cerastoderma edule,lt50,17,0,0,FALSE
Spea hammondii,lt50,1,0,0,FALSE
Atherinops affinis,lt50,21,0,0,FALSE
Argopecten purpuratus,lt50,3,0,0,FALSE
Tegillarca granosa,lt50,7,0,0,FALSE
Penaeus vannamei,lt50,2,0,0,FALSE
Ephemerella subvaria,lt50,2,0,0,FALSE
Vitis vinifera,lt50,1,0,0,FALSE
Argia vivida,lt50,4,0,0,FALSE
Drosophila suzukii,lt50,4,0,0,FALSE
Balanus crenatus,lt50,18,0,0,FALSE
Macoma balthica,lt50,12,0,0,FALSE
Mya arenaria,lt50,18,0,0,FALSE
Hyalella azteca,lt50,1,0,0,FALSE
Geophagus brasiliensis,lt50,5,0,0,FALSE
Ecdyonurus venosus,lt50,6,0,0,FALSE
Gammarus fasciatus,lt50,2,0,0,FALSE
Boyeria vinosa,lt50,2,0,0,FALSE
Etheostoma fonticola,lt50,3,0,0,FALSE
Metrosideros robusta,lt50,1,0,0,FALSE
Galaxias fasciatus,lt50,2,0,0,FALSE
Philodromus aureolus,lt50,1,0,0,FALSE
Lampsilis fasciola,lt50,1,0,0,FALSE
Dendrobates auratus,lt50,1,0,0,FALSE
Rhinella marina,lt50,1,0,0,FALSE
Carpiodes carpio,lt50,1,0,0,FALSE
Gari solida,lt50,2,0,0,FALSE
Gemma gemma,lt50,1,0,0,FALSE
Girardia tigrina,lt50,1,0,0,FALSE
Mulinia lateralis,lt50,1,0,0,FALSE
Gobiocypris rarus,lt50,2,0,0,FALSE
Siganus guttatus,lt50,2,0,0,FALSE
Tanichthys albonubes,lt50,1,0,0,FALSE
Siganus javus,lt50,3,0,0,FALSE
Spinibarbus sinensis,lt50,4,0,0,FALSE
Silurus meridionalis,lt50,1,0,0,FALSE
Pittosporum tenuifolium,lt50,1,0,0,FALSE
Hedera maderensis,lt50,1,0,0,FALSE
Aegopodium podagraria,lt50,1,0,0,FALSE
Teucrium chamaedrys,lt50,1,0,0,FALSE
