resource,consumer,GloBI,TetraEU,interaction_sources,interaction_types,study_titles,study_citations,study_ids,reported_consumer_names,reported_resource_names,self_link,consumer_trait_value_ctmax,consumer_trait_value_ctmin,consumer_trait_value_lt50,consumer_trait_value_ltmax,consumer_trait_sd_ctmax,consumer_trait_sd_ctmin,consumer_trait_sd_lt50,consumer_trait_sd_ltmax,consumer_trait_n_ctmax,consumer_trait_n_ctmin,consumer_trait_n_lt50,consumer_trait_n_ltmax,consumer_selected_trait_source_ctmax,consumer_selected_trait_source_ctmin,consumer_selected_trait_source_lt50,consumer_selected_trait_source_ltmax,resource_trait_value_ctmax,resource_trait_value_ctmin,resource_trait_value_lt50,resource_trait_value_ltmax,resource_trait_sd_ctmax,resource_trait_sd_ctmin,resource_trait_sd_lt50,resource_trait_sd_ltmax,resource_trait_n_ctmax,resource_trait_n_ctmin,resource_trait_n_lt50,resource_trait_n_ltmax,resource_selected_trait_source_ctmax,resource_selected_trait_source_ctmin,resource_selected_trait_source_lt50,resource_selected_trait_source_ltmax,eligible_ctmax,eligible_lt50,eligible_ctmin,eligible_ltmax,any_metric_eligible
Sparisoma chrysopterum,Lutjanus apodus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Lutjanus apodus,Sparisoma chrysopterum,FALSE,39.9,,,,,,,,1,,,,ThermoFresh,,,,38.44,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Sparisoma radians,Lutjanus apodus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Lutjanus apodus,Sparisoma radians,FALSE,39.9,,,,,,,,1,,,,ThermoFresh,,,,38.38,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Sparisoma rubripinne,Lutjanus apodus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Lutjanus apodus,Sparisoma rubripinne,FALSE,39.9,,,,,,,,1,,,,ThermoFresh,,,,38.31,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Sparisoma viride,Lutjanus apodus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Lutjanus apodus,Sparisoma viride,FALSE,39.9,,,,,,,,1,,,,ThermoFresh,,,,38.49,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Eucinostomus gracilis,Lutjanus guttatus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Lutjanus guttatus,Eucinostomus gracilis,FALSE,37.4,12,,,,,,,1,1,,,GlobTherm,GlobTherm,,,37.9,12.4,,,,,,,1,1,,,ThermoFresh,GlobTherm,,,TRUE,FALSE,TRUE,FALSE,TRUE
Daphnia galeata,Luxilus cornutus,TRUE,FALSE,GloBI,preysOn,"","","",Luxilus cornutus,Daphnia galeata,FALSE,32.42,,,,1.92275843516548,,,,5,,,,ThermoFresh,,,,38.89,,,,0.947523086789976,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Electrona antarctica,Luxilus cornutus,TRUE,FALSE,GloBI,eats,"","","",Luxilus cornutus,Platygobio gracilis,FALSE,32.42,,,,1.92275843516548,,,,5,,,,ThermoFresh,,,,31.24,,,,0.311126983722082,,,,2,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus tigrinus,Luxilus cornutus,TRUE,FALSE,GloBI,preysOn,"","","",Luxilus cornutus,Gammarus tigrinus,FALSE,32.42,,,,1.92275843516548,,,,5,,,,ThermoFresh,,,,32.6985714285714,,,36.2254545454545,1.21293622491633,,,1.12729200863276,7,,,11,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hyalella azteca,Luxilus cornutus,TRUE,FALSE,GloBI,preysOn,"","","",Luxilus cornutus,Hyalella azteca,FALSE,32.42,,,,1.92275843516548,,,,5,,,,ThermoFresh,,,,41.1175,,33.1,,3.15398557384145,,,,4,,1,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Uma inornata,Luxilus cornutus,TRUE,FALSE,GloBI,preysOn,"","","",Luxilus cornutus,Uma inornata,FALSE,32.42,,,,1.92275843516548,,,,5,,,,ThermoFresh,,,,45,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Carassius carassius,Maccullochella peelii,TRUE,FALSE,GloBI,eats;preysOn,"","","",Maccullochella peelii,Carassius auratus,FALSE,35.6375,,,,2.53430041065154,,,,8,,,,ThermoFresh,,,,35.5365,4.814,,,3.96044063205093,4.83518148573557,,,40,5,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cyprinus carpio,Maccullochella peelii,TRUE,FALSE,GloBI,eats;preysOn,"","","",Maccullochella peelii,Cyprinus carpio,FALSE,35.6375,,,,2.53430041065154,,,,8,,,,ThermoFresh,,,,33.5484745762712,9.06666666666667,,40.3714285714286,4.87378979268782,0.986576572463249,,1.51406107947498,59,3,,7,ThermoFresh,ThermoFresh,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hypseleotris klunzingeri,Maccullochella peelii,TRUE,FALSE,GloBI,eats;preysOn,"","","",Maccullochella peelii,Hypseleotris klunzingeri,FALSE,35.6375,,,,2.53430041065154,,,,8,,,,ThermoFresh,,,,34.25,,,,2.19165082377037,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Perca fluviatilis,Maccullochella peelii,TRUE,FALSE,GloBI,eats;preysOn,"","","",Maccullochella peelii,Perca fluviatilis,FALSE,35.6375,,,,2.53430041065154,,,,8,,,,ThermoFresh,,,,28.6920833333333,,,,3.60894779217803,,,,24,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Prodiamesa olivacea,Macropelopia nebulosa,TRUE,FALSE,GloBI,eats;preysOn,"","","",Macropelopia nebulosa,Prodiamesa olivacea,FALSE,,,30.5,,,,,,,,1,,,,ThermoFresh,,,,30,,,,,,,,1,,,,ThermoFresh,,FALSE,TRUE,FALSE,FALSE,TRUE
Auxis rochei,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira nigricans,Auxis rochei,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,34,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Auxis thazard,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira nigricans,Auxis thazard,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,33.83,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Euthynnus alletteratus,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira nigricans,Euthynnus alletteratus,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,33.67,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Katsuwonus pelamis,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Katsuwonus pelamis,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,34.28,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Lagocephalus lagocephalus,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Lagocephalus lagocephalus,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,39.22,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Prognathodes falcifer,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Prognathodes falcifer,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,35.81,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Scomber scombrus,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Scomber japonicus,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,33.2066666666667,,,,3.26559846480447,,,,3,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Thunnus albacares,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Thunnus albacares,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,34.96,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Thunnus atlanticus,Makaira nigricans,TRUE,FALSE,GloBI,preysOn,"","","",Makaira nigricans,Thunnus atlanticus,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,35.77,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Thunnus obesus,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Thunnus obesus,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,34.82,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Thunnus thynnus,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira nigricans,Thunnus thynnus,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,35.86,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Xiphias gladius,Makaira nigricans,TRUE,FALSE,GloBI,eats;preysOn,"","","",Makaira mazara;Makaira nigricans,Xiphias gladius,FALSE,37.6,,,,,,,,1,,,,ComteOlden,,,,34.29,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Crotalus scutulatus,Masticophis lateralis,TRUE,FALSE,GloBI,eats,"","","",Masticophis lateralis,Crotalus scutulatus,FALSE,44,,,,,,,,1,,,,GlobTherm,,,,42,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Elgaria multicarinata,Masticophis lateralis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Coluber lateralis;Coluber lateralis lateralis;Masticophis lateralis;Masticophis lateralis lateralis,Elgaria multicarinata;Elgaria multicarinata multicarinata;Elgaria multicarinata webbii,FALSE,44,,,,,,,,1,,,,GlobTherm,,,,41.4,2.2,,,,,,,1,1,,,GlobTherm,GlobTherm,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pituophis catenifer,Masticophis lateralis,TRUE,FALSE,GloBI,eats,"","","",Masticophis lateralis lateralis,Pituophis catenifer,FALSE,44,,,,,,,,1,,,,GlobTherm,,,,40.5,,,,,,,,1,,,,GlobTherm,,,,TRUE,FALSE,FALSE,FALSE,TRUE
